year,month,day,extended_event,country,region,province_state,city,vicinity_area,criteria_political,criteria_economic,criteria_religious,multiple_attacks,successful_attack,suicide_attack,primary_attack_type,primary_target_type,primary_target_subtype,target_nationality,secondary_target_type,group_name,individual_attack,attack_claimed,claim_mode,primary_weapon_type,secondary_weapon_type,secondary_weapon_subtype,num_killed,num_killed_us,num_killed_terrorists,num_wounded,num_wounded_us,num_wounded_terrorists,property_damage,property_extent_code,property_extent,property_value,hostage_incident,ransom_demanded,hostage_outcome_code,hostage_outcome,num_released,month_name
2016,1,8,0,Egypt,Middle East & North Africa,Red Sea,Hurghada,0,1,1,1,0.0,1,0,Armed Assault,Business,Hotel/Resort,Egypt,Tourists,Islamic State in Egypt,0,1.0,Note left at scene,Firearms,Melee,Knife or Other Sharp Object,1.0,0.0,1.0,4.0,0.0,1.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,9,0,Egypt,Middle East & North Africa,Giza,Shabramant district,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Military,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Firearms,Unknown,Unknown,2.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,9,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,1.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,9,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,1.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,10,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Facility/Infrastructure Attack,Business,Unknown,Egypt,Unknown,Sinai Province of the Islamic State,0,0.0,Unknown,Incendiary,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,12,0,Egypt,Middle East & North Africa,Giza,Ayat,0,1,1,1,0.0,1,0,Bombing/Explosion,Transportation,Train/Train Tracks/Trolley,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,14,0,Egypt,Middle East & North Africa,North Sinai,At Tumah,1,1,1,0,0.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Firearms,Unknown,Unknown,34.0,0.0,30.0,18.0,0.0,10.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,14,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Private Citizens & Property,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,14,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,17,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,17,0,Egypt,Middle East & North Africa,Giza,Giza,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Checkpoint,Egypt,Unknown,Islamic State in Egypt,0,1.0,Personal claim,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,19,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Police,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,0.0,0.0,0.0,4.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,20,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Firearms,Unknown,Unknown,5.0,0.0,0.0,3.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,21,0,Egypt,Middle East & North Africa,Giza,Giza,0,1,1,1,0.0,1,1,Bombing/Explosion,Police,Police Security Forces/Officers,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Explosives,Time Fuse,12.0,0.0,2.0,13.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,22,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,1,0,Bombing/Explosion,Military,Military Checkpoint,Egypt,Private Citizens & Property,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,1.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,22,0,Egypt,Middle East & North Africa,Al Sharqia,Unknown,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,2.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,24,0,Egypt,Middle East & North Africa,Al Sharqia,Faqus,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Private Citizens & Property,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,3.0,0.0,0.0,4.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,25,0,Egypt,Middle East & North Africa,Al Sharqia,Hehya,0,1,1,1,0.0,1,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,26,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,27,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,4.0,0.0,0.0,12.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,27,0,Egypt,Middle East & North Africa,Monufia,Minuf,0,1,1,1,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,28,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,2.0,0.0,0.0,5.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,29,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,1,0,Hostage Taking (Kidnapping),Police,Police Security Forces/Officers,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,1.0,0.0,4.0,Hostage(s) killed (not during rescue attempt),0.0,January
2016,1,31,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,2.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,31,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,1,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,2.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,1,31,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,1.0,1,0,Facility/Infrastructure Attack,Police,Police Security Forces/Officers,Egypt,Unknown,Unknown,0,0.0,Unknown,Incendiary,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,January
2016,2,1,0,Egypt,Middle East & North Africa,Giza,Giza,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,9,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,0.0,0.0,0.0,2.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,9,0,Egypt,Middle East & North Africa,North Sinai,Unknown,0,1,1,0,0.0,1,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,3.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,11,0,Egypt,Middle East & North Africa,North Sinai,Beir al-Abd,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,13,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,2.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,16,0,Egypt,Middle East & North Africa,Giza,Badrashin,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Islamic State in Egypt,0,1.0,"Posted to website, blog, etc.",Firearms,Unknown,Unknown,1.0,0.0,0.0,2.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,18,0,Egypt,Middle East & North Africa,Aswan,Drau,0,1,1,1,0.0,1,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,4.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,20,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,0,0.0,1,0,Armed Assault,Military,Military Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,21,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Private Citizens & Property,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,2.0,0.0,0.0,10.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,26,0,Egypt,Middle East & North Africa,Giza,Al-Marazeek,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,26,0,Egypt,Middle East & North Africa,Giza,Giza,0,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,26,0,Egypt,Middle East & North Africa,Damietta,Damietta,0,1,1,1,0.0,1,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Egypt,Unknown,Muslim Brotherhood,0,0.0,Unknown,Firearms,Unknown,Unknown,2.0,0.0,2.0,2.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,27,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,2.0,0.0,0.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,28,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Assassination,Police,Police Security Forces/Officers,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,February
2016,2,29,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Hostage Taking (Kidnapping),Private Citizens & Property,Alleged Informant,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Firearms,Melee,Knife or Other Sharp Object,2.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,1.0,0.0,4.0,Hostage(s) killed (not during rescue attempt),0.0,February
2016,3,1,0,Egypt,Middle East & North Africa,Cairo,Cairo,0,1,1,1,0.0,1,0,Bombing/Explosion,Utilities,Electricity,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,2,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,1,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,3.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,4,0,Egypt,Middle East & North Africa,Giza,Giza,0,1,1,1,0.0,0,0,Bombing/Explosion,Business,Gas/Oil/Electric,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,5,0,Egypt,Middle East & North Africa,Giza,Giza,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Security Forces/Officers,Egypt,Unknown,Islamic State in Egypt,0,1.0,"Posted to website, blog, etc.",Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,6,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,0,1.0,1,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,6,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,1.0,1,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Egypt,Other,Sinai Province of the Islamic State,0,0.0,Unknown,Firearms,Unknown,Unknown,3.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,6,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,0,0,Bombing/Explosion,Business,Medical/Pharmaceutical,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,7,0,Egypt,Middle East & North Africa,North Sinai,Arish,1,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Unknown,Explosives,Unknown,Unknown,2.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,8,0,Egypt,Middle East & North Africa,North Sinai,Mahdiyah,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,9,0,Egypt,Middle East & North Africa,Giza,Giza,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Private Citizens & Property,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,11,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,12,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,1,0,Bombing/Explosion,Private Citizens & Property,Vehicles/Transportation,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,14,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Armed Assault,Police,Police Security Forces/Officers,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Video,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,14,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,0,0.0,1,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,14,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Video,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,14,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,13,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,16,0,Egypt,Middle East & North Africa,North Sinai,Mahdiyah,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,1.0,0.0,0.0,4.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,17,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,5.0,0.0,0.0,10.0,0.0,0.0,1,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,17,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Egypt,Unknown,Sinai Province of the Islamic State,0,0.0,Unknown,Explosives,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,17,0,Egypt,Middle East & North Africa,North Sinai,Rafah,0,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,3.0,0.0,3.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,19,1,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,1,Bombing/Explosion,Police,Police Checkpoint,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,E-mail,Explosives,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",20.0,0.0,5.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,-9.0,0.0,Unknown,Unknown,0.0,March
2016,3,22,0,Egypt,Middle East & North Africa,North Sinai,Unknown,0,1,1,0,0.0,1,0,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Egypt,Unknown,Sinai Province of the Islamic State,0,1.0,Personal claim,Explosives,Unknown,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,27,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,4.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,28,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,26,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,29,0,Egypt,Middle East & North Africa,North Sinai,Sheikh Zuweid,0,1,1,1,0.0,1,0,Bombing/Explosion,Utilities,Electricity,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,1.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,3,30,0,Egypt,Middle East & North Africa,North Sinai,Unknown,0,1,1,1,0.0,0,0,Bombing/Explosion,Unknown,Unknown,Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,March
2016,4,1,0,Egypt,Middle East & North Africa,North Sinai,Arish,0,1,1,1,0.0,1,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Egypt,Unknown,Unknown,0,0.0,Unknown,Explosives,Unknown,Unknown,2.0,0.0,0.0,1.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,0.0,0.0,Unknown,Unknown,0.0,April
2016,4,4,0,Egypt,Middle East & North Africa,Giza,Badrashin,0,1,1,1,0.0,0,0,Armed Assault,Police,Police Checkpoint,Egypt,Unknown,Unknown,0,0.0,Unknown,Firearms,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,0.0,April
